target_id,source_id,member_name,output_file,extracted,reason,numeric_count_preview,has_keyword,size_bytes,sha256,created_utc
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_01.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_01.eps,True,data_suffix_or_keyword_or_numeric_dense,5843,False,36833,985729613e55583126129a226db5e55ef52b1f4ed66fc2bdc14a5abc3bea1883,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_02.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_02.eps,True,data_suffix_or_keyword_or_numeric_dense,5885,False,36932,1a6411321f57ed9e26117548569a4680c3cbaf1865bdc0e22e832a881353e3d1,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_03.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_03.eps,True,data_suffix_or_keyword_or_numeric_dense,6840,False,42174,d966d8f4573e7fa8a3913fbf5b2f4e40451dba567456d20602c2bf51b30bd59d,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_04.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_04.eps,True,data_suffix_or_keyword_or_numeric_dense,6284,False,39158,84c18b084ec8ca56378d2d07c0184c6d32a3dcd667bfcb71c36d6d14e0103bb9,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_05.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_05.eps,True,data_suffix_or_keyword_or_numeric_dense,5783,False,36587,0cb7ebd82fcfed8e3a2b786d463f585c3c6345e131e61d50a10a3fca8cb0c77f,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_06.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_06.eps,True,data_suffix_or_keyword_or_numeric_dense,7834,True,44577,ee4205bb469fee7874061f7e582dae5f972ef974259329be96f44e9ee6359f6e,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_07.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_07.eps,True,data_suffix_or_keyword_or_numeric_dense,6023,False,36927,d7ad1c3590992dad4e4ff58138c5340a373621e1ff1c18ad96e02afe1bf85e78,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_08.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_08.eps,True,data_suffix_or_keyword_or_numeric_dense,5004,False,33483,f255c23bd715dc18395706cbecfd9cb3a5317988a032c7eb5d697edf4baf9cea,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_09.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_09.eps,True,data_suffix_or_keyword_or_numeric_dense,5138,False,35328,b9a39b4692d23874e1148039d20c42fe3d3d632a355e1e0f5462ac0cc456acbf,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_10.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_10.eps,True,data_suffix_or_keyword_or_numeric_dense,6316,False,37766,c5cd0bc39738590d26f8857de6ad4be26633259741e3eebbda4043de18fe1a66,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_11.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_11.eps,True,data_suffix_or_keyword_or_numeric_dense,5637,False,36165,04ee2deac1b8d6ef439e66fe0a8e6deced3a02f3946072a615d1a95fe0268b52,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_12.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_12.eps,True,data_suffix_or_keyword_or_numeric_dense,5155,False,35631,d4c6bc787958ca6e6abbc15fcef18f675e7ee8f068e4c884851cdecb35579332,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_13.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_13.eps,True,data_suffix_or_keyword_or_numeric_dense,6603,False,40741,a4c5f37770ad138ab08d412179d55e02904988a166f8e9a9cd135b63c4d43610,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_14.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_14.eps,True,data_suffix_or_keyword_or_numeric_dense,6707,False,40713,07f36e383d7b1a8c0374486d4e9c11469215dad063e6237d9a86e6c794b9cb34,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_15.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_15.eps,True,data_suffix_or_keyword_or_numeric_dense,12528,False,69228,ec279989754fc43104cf3232555d1cf03888d32288bd52c3f0bc3b2294856304,2026-06-03T07:26:12+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_16.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_16.eps,True,data_suffix_or_keyword_or_numeric_dense,10168,False,62761,e08f98b264d7bb3646b53b2070a226fadc7b4475de94f427af2e62f2a5e535e8,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_17.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_17.eps,True,data_suffix_or_keyword_or_numeric_dense,12885,False,70123,35d6667e74001f1f7563ddc795e5b07d75b7ef577eceffdb2e9478412fef305a,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_18.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_18.eps,True,data_suffix_or_keyword_or_numeric_dense,12267,False,68711,1abc430d0cb2bda629475b7db4af1f6e519d6e25d34407e5d57b6f9af6dc4dc5,2026-06-03T07:26:13+00:00
OPAL_2005_ARXIV_SOURCE_ARCHIVE_001,OPAL_EVENT_SHAPES_91_209GEV_2005,pr404_19.eps,D:\Paper\Dimensional_Structural_Describability\Strong_interaction\data\raw\source_tables\01\extracted_candidates\OPAL_2005_ARXIV_SOURCE_ARCHIVE_001\pr404_19.eps,True,data_suffix_or_keyword_or_numeric_dense,13173,False,73176,39ecf5082cce01be0c33826fc375943e8f046de8a8abf42dcc1d496a311f3de5,2026-06-03T07:26:13+00:00
